customer_id,propensity_term_deposit,propensity_housing_loan,propensity_personal_loan,age,job,marital,education,balance,housing,loan,y
C102144,0.1161,0.6792,0.1574,31,technician,married,secondary,6890,yes,no,no
C102145,0.1057,0.6708,0.1519,33,admin.,single,secondary,395,yes,no,no
C102146,0.0864,0.7962,0.1715,28,technician,single,tertiary,-214,yes,no,no
C102147,0.105,0.8,0.1547,39,admin.,single,secondary,496,yes,no,no
C102148,0.0771,0.7812,0.1693,37,technician,married,secondary,183,yes,no,no
C102149,0.0885,0.7962,0.1546,36,blue-collar,married,primary,199,yes,no,no
C102150,0.1064,0.7132,0.1672,56,admin.,divorced,primary,179,yes,no,no
C102151,0.1161,0.6612,0.1749,59,retired,married,secondary,434,yes,no,no
C102152,0.0864,0.7456,0.153,30,services,single,secondary,122,yes,no,no
C102153,0.1057,0.6041,0.1749,59,technician,married,secondary,371,yes,no,no
C102154,0.1161,0.7331,0.1659,27,blue-collar,single,secondary,3675,no,no,no
C102155,0.0864,0.5949,0.1582,29,entrepreneur,single,tertiary,11,yes,no,no
C102156,0.0769,0.7631,0.172,48,services,married,secondary,194,yes,yes,no
C102157,0.0764,0.6919,0.1656,44,blue-collar,married,secondary,23,yes,no,no
C102158,0.0864,0.7383,0.1402,33,management,single,tertiary,1011,yes,no,no
C102159,0.105,0.7962,0.1546,39,blue-collar,single,primary,446,yes,no,no
C102160,0.0885,0.8,0.1582,46,blue-collar,married,primary,-29,yes,no,no
C102161,0.1161,0.7077,0.1547,28,admin.,married,secondary,957,yes,yes,no
C102162,0.0995,0.7962,0.1616,31,blue-collar,married,secondary,297,yes,no,no
C102163,0.1136,0.7969,0.1582,40,services,single,secondary,888,yes,no,no
C102164,0.0864,0.6968,0.1517,37,blue-collar,single,secondary,115,yes,no,no
C102165,0.0864,0.8025,0.1635,29,blue-collar,married,secondary,177,yes,no,no
C102166,0.0769,0.773,0.1705,29,blue-collar,married,secondary,-28,yes,no,no
C102167,0.1161,0.6929,0.1708,24,blue-collar,married,secondary,951,yes,no,no
C102168,0.093,0.6287,0.1596,32,admin.,single,secondary,5,yes,no,no
C102169,0.1057,0.8,0.1705,26,admin.,single,secondary,586,yes,yes,no
C102170,0.0763,0.796,0.1715,47,entrepreneur,married,unknown,-1445,yes,no,no
C102171,0.105,0.5996,0.1705,26,blue-collar,single,secondary,-23,yes,no,no
C102172,0.0995,0.7749,0.1733,28,blue-collar,single,secondary,-284,yes,no,no
C102173,0.105,0.6331,0.1596,58,blue-collar,married,secondary,1166,yes,no,no
C102174,0.0995,0.6792,0.1547,35,management,single,tertiary,244,yes,no,no
C102175,0.0771,0.796,0.1582,29,services,single,secondary,-72,yes,no,no
C102176,0.0995,0.6041,0.1727,56,blue-collar,married,primary,1399,yes,no,no
C102177,0.0769,0.7107,0.1659,43,blue-collar,married,primary,0,yes,no,no
C102178,0.0995,0.6929,0.1595,45,blue-collar,married,secondary,431,yes,no,no
C102179,0.105,0.7969,0.1519,31,admin.,single,secondary,130,yes,yes,no
C102180,0.1161,0.6929,0.1606,34,blue-collar,married,secondary,187,yes,no,no
C102181,0.0995,0.6424,0.1616,32,management,married,primary,142,yes,no,no
C102182,0.0995,0.5996,0.1665,33,technician,single,secondary,14,yes,no,no
C102183,0.0995,0.8008,0.1765,28,technician,single,secondary,-219,yes,no,no
C102184,0.105,0.6701,0.1586,43,admin.,single,secondary,275,yes,no,no
C102185,0.105,0.7812,0.1582,49,services,single,secondary,5028,yes,no,no
C102186,0.0885,0.7962,0.1656,27,services,single,secondary,118,yes,yes,no
C102187,0.105,0.7895,0.1582,30,services,single,secondary,290,yes,no,no
C102188,0.1105,0.8025,0.1582,32,blue-collar,married,primary,1064,yes,no,no
C102189,0.0995,0.7969,0.1582,37,services,divorced,secondary,904,yes,no,no
C102190,0.1161,0.796,0.1468,31,technician,single,secondary,628,yes,no,no
C102191,0.0771,0.5714,0.1742,56,retired,married,primary,13,yes,no,no
C102192,0.1042,0.7799,0.1672,26,technician,married,tertiary,450,yes,yes,no
C102193,0.0769,0.6929,0.1616,43,blue-collar,married,secondary,-63,yes,no,no
C102194,0.1057,0.6336,0.1695,48,technician,divorced,secondary,164,yes,no,no
C102195,0.105,0.796,0.1582,31,blue-collar,single,primary,985,yes,no,no
C102196,0.1064,0.7962,0.1546,36,services,single,secondary,616,yes,yes,no
C102197,0.0995,0.6929,0.1635,24,blue-collar,married,secondary,237,yes,no,no
C102198,0.105,0.6929,0.1393,29,unemployed,married,secondary,380,no,yes,no
C102199,0.105,0.7962,0.1656,23,admin.,single,secondary,290,yes,no,no
C102200,0.0885,0.762,0.1705,54,entrepreneur,divorced,secondary,104,yes,no,no
C102201,0.0991,0.8029,0.154,24,blue-collar,single,secondary,117,yes,yes,no
C102202,0.0995,0.6708,0.1519,25,technician,single,secondary,276,yes,no,no
C102203,0.0771,0.8025,0.1765,36,technician,single,secondary,-475,yes,no,no
C102204,0.105,0.7059,0.1315,40,management,single,unknown,838,yes,no,no
C102205,0.1142,0.6929,0.1519,29,admin.,single,secondary,382,yes,no,no
C102206,0.1161,0.7631,0.1659,29,admin.,married,primary,624,yes,no,no
C102207,0.1151,0.7962,0.1574,48,blue-collar,single,primary,396,yes,no,no
C102208,0.0864,0.6331,0.1665,23,admin.,single,secondary,5,no,no,no
C102209,0.0864,0.5713,0.1476,37,admin.,single,secondary,18,no,no,no
C102210,0.0763,0.7969,0.1708,31,blue-collar,married,primary,-464,yes,yes,no
C102211,0.0995,0.7962,0.1753,29,services,divorced,secondary,330,yes,no,no
C102212,0.093,0.5884,0.1695,56,admin.,married,secondary,2087,yes,no,no
C102213,0.105,0.769,0.1669,28,services,single,secondary,-260,yes,no,no
C102214,0.093,0.7962,0.1595,44,blue-collar,married,secondary,236,yes,no,no
C102215,0.1057,0.7969,0.1695,48,blue-collar,married,secondary,684,yes,yes,no
C102216,0.1057,0.7962,0.1635,30,blue-collar,married,secondary,458,yes,no,no
C102217,0.0995,0.7962,0.1459,32,unemployed,married,primary,324,yes,no,no
C102218,0.0771,0.8029,0.1546,41,blue-collar,married,primary,1052,yes,yes,no
C102219,0.0769,0.6041,0.1375,30,management,divorced,secondary,37,no,no,no
C102220,0.0995,0.6929,0.1645,37,blue-collar,married,secondary,454,yes,no,no
C102221,0.0995,0.6929,0.1574,30,blue-collar,single,secondary,573,yes,no,no
C102222,0.0864,0.6598,0.1596,28,technician,single,secondary,34,yes,no,no
C102223,0.0864,0.795,0.1444,33,technician,single,secondary,341,no,yes,no
C102224,0.0769,0.6331,0.1333,41,blue-collar,married,unknown,31,no,no,no
C102225,0.0769,0.7962,0.1753,42,management,married,secondary,-189,yes,no,no
C102226,0.1057,0.7059,0.1659,50,admin.,single,secondary,424,yes,no,no
C102227,0.105,0.6929,0.1086,23,student,single,tertiary,250,yes,no,no
C102228,0.105,0.795,0.1645,38,services,married,secondary,3165,yes,no,no
C102229,0.1158,0.6929,0.1519,31,blue-collar,divorced,secondary,387,yes,no,no
C102230,0.1161,0.7018,0.1574,35,admin.,single,secondary,855,yes,no,no
C102231,0.0995,0.7834,0.1742,52,admin.,divorced,secondary,944,yes,no,no
C102232,0.0864,0.7969,0.1574,36,blue-collar,married,secondary,134,no,no,no
C102233,0.1161,0.7969,0.1574,28,blue-collar,single,secondary,2845,yes,no,no
C102234,0.1064,0.672,0.1509,27,management,single,tertiary,2420,yes,no,no
C102235,0.1161,0.796,0.0861,24,student,single,tertiary,1535,yes,no,no
C102236,0.0771,0.5856,0.1333,45,management,single,tertiary,0,no,no,no
C102237,0.093,0.7969,0.1727,39,technician,married,secondary,504,yes,no,no
C102238,0.093,0.8029,0.1784,38,blue-collar,single,secondary,-329,yes,no,no
C102239,0.1151,0.8025,0.1784,24,blue-collar,married,secondary,94,yes,no,no
C102240,0.1057,0.699,0.1586,35,management,divorced,tertiary,538,yes,no,no
C102241,0.105,0.5649,0.1784,32,admin.,divorced,secondary,-18,yes,no,no
C102242,0.0864,0.703,0.1476,48,housemaid,divorced,primary,26,yes,no,no
C102243,0.0864,0.7799,0.1618,36,entrepreneur,married,primary,177,yes,no,no
C102244,0.0885,0.7834,0.1672,46,blue-collar,married,primary,633,yes,no,no
C102245,0.1136,0.6424,0.1582,28,technician,single,secondary,205,yes,no,no
C102246,0.0864,0.7056,0.1695,50,admin.,married,secondary,1114,yes,yes,no
C102247,0.0769,0.773,0.1595,44,blue-collar,married,secondary,78,yes,no,no
C102248,0.0864,0.7099,0.1582,38,management,married,tertiary,762,yes,no,no
C102249,0.0864,0.6708,0.1582,33,self-employed,married,primary,1862,yes,no,no
C102250,0.1157,0.5769,0.1468,57,management,single,tertiary,73,no,no,no
C102251,0.0995,0.7962,0.1595,40,technician,married,secondary,2576,yes,yes,no
C102252,0.0864,0.796,0.1586,42,management,married,primary,470,yes,no,no
C102253,0.0864,0.7962,0.1659,32,services,married,secondary,206,yes,yes,no
C102254,0.0763,0.5903,0.1672,55,blue-collar,married,primary,0,yes,yes,no
C102255,0.0771,0.6701,0.1715,25,blue-collar,married,secondary,-76,yes,no,no
C102256,0.105,0.7408,0.1509,42,management,divorced,tertiary,1750,yes,no,no
C102257,0.1136,0.6929,0.1674,23,admin.,single,secondary,1104,yes,no,no
C102258,0.0995,0.8029,0.1635,31,blue-collar,married,secondary,286,yes,yes,no
C102259,0.0885,0.7405,0.1384,21,student,single,unknown,137,yes,no,no
C102260,0.1105,0.7799,0.1699,34,admin.,married,secondary,247,yes,yes,no
C102261,0.0898,0.7408,0.1715,46,entrepreneur,married,tertiary,-43,no,no,no
C102262,0.0864,0.762,0.1547,55,blue-collar,married,primary,309,yes,no,no
C102263,0.1139,0.6929,0.154,33,entrepreneur,single,secondary,339,yes,no,no
C102264,0.105,0.7962,0.1656,47,self-employed,divorced,secondary,218,yes,no,no
C102265,0.1158,0.7099,0.1393,33,management,single,tertiary,4128,yes,no,no
C102266,0.1161,0.779,0.1393,40,management,single,tertiary,867,yes,yes,no
C102267,0.1057,0.7059,0.1336,32,management,single,tertiary,1345,yes,no,no
C102268,0.0885,0.6331,0.1574,48,technician,divorced,secondary,40,no,no,no
C102269,0.1057,0.7834,0.1476,32,admin.,single,secondary,1466,yes,no,no
C102270,0.1136,0.8008,0.154,26,blue-collar,single,secondary,96,yes,no,no
C102271,0.093,0.6929,0.1519,38,blue-collar,married,secondary,332,yes,no,no
C102272,0.0885,0.779,0.1659,46,services,married,secondary,1474,yes,no,no
C102273,0.0885,0.8008,0.1656,49,blue-collar,married,secondary,783,yes,no,no
C102274,0.105,0.7631,0.1336,33,management,single,tertiary,239,no,no,no
C102275,0.0771,0.6919,0.1519,45,blue-collar,married,secondary,27,yes,no,no
C102276,0.0769,0.7383,0.1727,32,management,married,tertiary,-24,yes,no,no
C102277,0.0771,0.6041,0.1699,39,blue-collar,married,secondary,23,yes,no,no
C102278,0.0885,0.7059,0.1517,53,blue-collar,married,primary,6386,yes,no,no
C102279,0.1142,0.8,0.1742,28,unemployed,single,secondary,-353,yes,no,no
C102280,0.0771,0.8025,0.1765,31,admin.,married,secondary,-474,yes,no,no
C102281,0.1161,0.7627,0.1586,34,entrepreneur,single,tertiary,714,yes,no,no
C102282,0.0771,0.7962,0.1596,40,blue-collar,married,primary,570,yes,no,no
C102283,0.0771,0.703,0.1476,29,blue-collar,single,secondary,16,no,no,no
C102284,0.0995,0.6336,0.1449,34,admin.,single,secondary,1504,yes,no,no
C102285,0.0885,0.6424,0.1517,38,management,married,tertiary,551,yes,no,no
C102286,0.0769,0.6929,0.1772,31,services,married,secondary,-759,yes,no,no
C102287,0.1057,0.7669,0.1672,32,technician,divorced,secondary,1097,yes,no,no
C102288,0.0864,0.7962,0.1659,31,services,married,secondary,520,yes,no,no
C102289,0.0769,0.5884,0.1333,53,blue-collar,single,unknown,0,no,no,no
C102290,0.0771,0.7059,0.1333,38,blue-collar,single,unknown,573,yes,no,no
C102291,0.0763,0.5494,0.1749,57,blue-collar,married,primary,0,yes,no,no
C102292,0.0771,0.703,0.1708,58,entrepreneur,married,tertiary,146,yes,no,no
C102293,0.0764,0.796,0.1705,50,blue-collar,married,primary,-37,yes,no,no
C102294,0.0864,0.769,0.1547,36,blue-collar,single,secondary,90,yes,no,no
C102295,0.093,0.6171,0.1695,46,blue-collar,married,primary,0,yes,no,no
C102296,0.1161,0.6424,0.1499,39,admin.,single,secondary,1242,yes,no,no
C102297,0.1136,0.7056,0.154,31,admin.,single,secondary,98,yes,yes,no
C102298,0.0885,0.7597,0.1574,44,management,single,tertiary,295,yes,no,no
C102299,0.0864,0.7056,0.1665,53,admin.,married,secondary,465,no,yes,no
C102300,0.1105,0.7631,0.1586,35,technician,married,tertiary,1473,yes,no,no
C102301,0.1161,0.7846,0.1596,40,blue-collar,married,secondary,3122,yes,no,no
C102302,0.1161,0.7749,0.1582,30,technician,single,secondary,317,yes,no,no
C102303,0.0995,0.779,0.1672,33,blue-collar,divorced,secondary,176,yes,no,no
C102304,0.0995,0.6708,0.1635,39,blue-collar,married,secondary,661,yes,no,no
C102305,0.0838,0.703,0.1546,25,admin.,single,secondary,1,yes,yes,no
C102306,0.0864,0.6331,0.1616,35,blue-collar,married,primary,-12,yes,no,no
C102307,0.0995,0.6929,0.1582,43,blue-collar,married,primary,1401,yes,no,no
C102308,0.0885,0.6336,0.1715,41,entrepreneur,married,tertiary,171,yes,no,no
C102309,0.0885,0.6424,0.1547,55,blue-collar,married,primary,431,yes,no,no
C102310,0.093,0.7668,0.1742,49,technician,divorced,secondary,265,yes,no,no
C102311,0.1136,0.8025,0.1582,30,self-employed,married,tertiary,227,yes,yes,no
C102312,0.0898,0.8029,0.1444,37,blue-collar,single,secondary,336,yes,no,no
C102313,0.0991,0.6041,0.1596,46,unemployed,divorced,secondary,41,yes,no,no
C102314,0.105,0.8008,0.1596,36,blue-collar,married,secondary,1554,yes,no,no
C102315,0.105,0.7962,0.1596,45,services,single,secondary,141,yes,no,no
C102316,0.0995,0.8008,0.1635,48,blue-collar,married,primary,762,yes,no,no
C102317,0.0885,0.7969,0.1582,22,housemaid,single,secondary,650,yes,no,no
C102318,0.0898,0.6424,0.1476,46,admin.,married,secondary,250,no,no,no
C102319,0.1064,0.7589,0.1635,39,blue-collar,married,secondary,130,yes,no,no
C102320,0.1057,0.5851,0.1596,56,admin.,married,secondary,11,no,no,no
C102321,0.1142,0.703,0.1582,35,management,divorced,tertiary,36,yes,no,no
C102322,0.0864,0.6929,0.1519,45,blue-collar,married,primary,333,yes,no,no
C102323,0.1057,0.8025,0.1699,28,technician,married,secondary,487,yes,no,no
C102324,0.1136,0.7631,0.154,32,admin.,single,tertiary,594,yes,no,no
C102325,0.0864,0.6336,0.1586,52,services,married,tertiary,1135,yes,yes,no
C102326,0.0995,0.5975,0.1715,26,admin.,divorced,secondary,-3,yes,no,no
C102327,0.0763,0.6929,0.1715,22,blue-collar,single,primary,-168,yes,no,no
C102328,0.093,0.8008,0.1315,35,blue-collar,married,primary,414,no,no,yes
C102329,0.0995,0.663,0.1546,44,technician,single,tertiary,166,yes,no,no
C102330,0.1016,0.7969,0.1582,31,blue-collar,married,secondary,472,yes,no,no
C102331,0.0864,0.7969,0.1715,28,blue-collar,married,secondary,-95,yes,no,no
C102332,0.1064,0.8029,0.1595,23,technician,single,secondary,158,yes,no,no
C102333,0.0771,0.6171,0.1517,26,technician,single,secondary,8,no,no,no
C102334,0.1064,0.7812,0.1582,31,admin.,single,secondary,296,yes,no,no
C102335,0.0898,0.6708,0.1733,27,admin.,single,secondary,-541,yes,yes,no
C102336,0.0771,0.6331,0.1546,34,services,single,secondary,23,no,no,no
C102337,0.0995,0.6919,0.1596,25,blue-collar,single,primary,17,yes,no,no
C102338,0.1161,0.7962,0.1509,25,blue-collar,single,secondary,335,yes,no,no
C102339,0.1057,0.7962,0.1485,22,services,single,secondary,395,yes,no,no
C102340,0.1161,0.8008,0.1659,37,blue-collar,divorced,secondary,178,yes,no,no
C102341,0.1158,0.6424,0.1669,26,entrepreneur,single,secondary,101,yes,no,no
C102342,0.0771,0.796,0.1784,32,blue-collar,married,secondary,-428,yes,no,no
C102343,0.1158,0.6268,0.1375,26,technician,single,secondary,24299,yes,no,no
C102344,0.0995,0.796,0.1444,27,blue-collar,single,secondary,181,no,no,no
C102345,0.1105,0.7408,0.1765,22,services,married,secondary,83,yes,no,no
C102346,0.1057,0.7962,0.1699,32,technician,married,secondary,175,yes,no,no
C102347,0.0995,0.703,0.1753,33,management,divorced,secondary,5,yes,no,yes
C102348,0.1057,0.6904,0.1656,34,admin.,married,secondary,3185,yes,no,no
C102349,0.0995,0.8008,0.1596,31,blue-collar,married,secondary,2577,yes,no,no
C102350,0.1161,0.6712,0.1659,28,technician,single,secondary,216,yes,no,no
C102351,0.1057,0.7969,0.1519,37,blue-collar,married,secondary,166,yes,no,no
C102352,0.1057,0.8008,0.1586,45,blue-collar,married,primary,323,yes,no,no
C102353,0.105,0.7669,0.1595,31,management,married,tertiary,334,yes,no,no
C102354,0.1057,0.6414,0.1705,48,entrepreneur,married,secondary,86,yes,no,no
C102355,0.1157,0.7969,0.1674,24,admin.,single,secondary,845,yes,no,no
C102356,0.1064,0.7834,0.1715,24,technician,single,secondary,-126,yes,yes,no
C102357,0.093,0.5996,0.1715,45,services,married,secondary,-3,yes,no,no
C102358,0.0864,0.762,0.1708,26,services,married,secondary,54,yes,no,no
C102359,0.1136,0.7962,0.1772,24,technician,single,secondary,-192,yes,no,no
C102360,0.0864,0.7846,0.1635,29,blue-collar,married,secondary,125,yes,no,no
C102361,0.1136,0.7651,0.1509,34,blue-collar,single,primary,2146,yes,no,no
C102362,0.0995,0.7408,0.1708,30,technician,single,tertiary,-522,yes,no,no
C102363,0.1057,0.7436,0.0696,21,student,single,secondary,99,yes,no,no
C102364,0.0764,0.7962,0.1715,42,blue-collar,married,secondary,-1664,yes,no,no
C102365,0.0885,0.6042,0.1672,32,unemployed,married,secondary,2,yes,no,no
C102366,0.1064,0.796,0.1596,40,services,married,secondary,2172,yes,yes,no
C102367,0.0995,0.7132,0.1574,33,management,single,tertiary,168,yes,no,no
C102368,0.0771,0.7962,0.1616,32,technician,married,primary,62,yes,yes,no
C102369,0.1064,0.8008,0.1674,25,admin.,single,secondary,768,yes,no,no
C102370,0.1161,0.6929,0.1645,41,blue-collar,married,secondary,429,yes,no,no
C102371,0.093,0.5856,0.1659,37,admin.,married,secondary,36,yes,no,no
C102372,0.0816,0.6331,0.1693,29,blue-collar,married,primary,0,yes,no,no
C102373,0.1064,0.7969,0.154,29,technician,single,secondary,544,yes,no,no
C102374,0.1158,0.7383,0.1547,46,services,divorced,primary,91,yes,no,no
C102375,0.1161,0.6042,0.1546,32,management,single,tertiary,-3,yes,no,no
C102376,0.1026,0.7962,0.1485,30,admin.,single,secondary,1374,yes,no,no
C102377,0.0864,0.7668,0.1582,38,management,married,tertiary,119,yes,no,yes
C102378,0.1161,0.7962,0.1586,22,services,single,secondary,279,yes,no,no
C102379,0.1157,0.6929,0.1546,22,management,single,secondary,594,yes,no,no
C102380,0.0898,0.795,0.1699,32,services,single,secondary,-121,yes,yes,no
C102381,0.1057,0.8,0.1765,36,blue-collar,married,secondary,-195,yes,no,no
C102382,0.1064,0.7962,0.1765,30,technician,single,secondary,-208,yes,yes,no
C102383,0.1151,0.7408,0.1656,26,blue-collar,single,secondary,309,yes,no,no
C102384,0.1026,0.8008,0.1595,41,blue-collar,divorced,primary,210,yes,no,no
C102385,0.0995,0.7834,0.154,42,unemployed,married,secondary,135,yes,no,no
C102386,0.0898,0.697,0.1699,45,blue-collar,married,secondary,66,yes,no,no
C102387,0.105,0.7969,0.1705,24,services,single,secondary,-122,yes,no,yes
C102388,0.0995,0.599,0.1393,54,retired,divorced,tertiary,0,no,no,yes
C102389,0.0995,0.796,0.1659,33,blue-collar,single,unknown,-90,yes,no,no
C102390,0.105,0.7962,0.1749,28,blue-collar,married,primary,286,yes,no,no
C102391,0.0769,0.7045,0.1784,36,admin.,married,secondary,-423,yes,yes,no
C102392,0.1057,0.8029,0.1476,34,blue-collar,single,primary,505,yes,no,no
C102393,0.1161,0.7969,0.1586,28,admin.,single,secondary,296,yes,no,no
C102394,0.0864,0.6708,0.1476,31,technician,single,tertiary,279,yes,no,no
C102395,0.0864,0.769,0.1742,53,services,married,secondary,367,yes,yes,no
C102396,0.0995,0.8025,0.1613,20,blue-collar,single,secondary,129,yes,yes,no
C102397,0.0771,0.4786,0.1784,47,retired,married,primary,-13,no,no,no
C102398,0.105,0.7969,0.1586,33,blue-collar,married,primary,1309,yes,no,no
C102399,0.0995,0.6929,0.1665,24,blue-collar,single,secondary,-10,yes,no,no
C102400,0.1057,0.6331,0.1586,23,admin.,single,secondary,5,yes,no,no
C102401,0.1057,0.7383,0.1519,27,blue-collar,single,secondary,71,yes,no,no
C102402,0.1064,0.8025,0.1485,23,admin.,single,secondary,281,yes,no,no
C102403,0.0995,0.6929,0.1669,30,blue-collar,married,secondary,173,yes,no,no
C102404,0.1161,0.6929,0.1546,34,blue-collar,divorced,secondary,383,yes,no,yes
C102405,0.1136,0.6331,0.1546,55,blue-collar,divorced,primary,39,yes,no,no
C102406,0.105,0.6041,0.1596,57,management,married,primary,1052,yes,no,no
C102407,0.1158,0.703,0.1596,59,retired,divorced,unknown,-49,yes,no,no
C102408,0.0864,0.8029,0.1485,20,services,single,secondary,-103,yes,no,no
C102409,0.0769,0.7597,0.1708,30,services,married,secondary,-846,yes,no,no
C102410,0.1057,0.7962,0.1742,41,admin.,married,secondary,705,yes,no,no
C102411,0.1161,0.7969,0.1574,37,services,single,secondary,1950,yes,no,no
C102412,0.1142,0.7597,0.1672,31,admin.,divorced,secondary,253,yes,no,no
C102413,0.0995,0.7099,0.1444,39,management,single,tertiary,595,yes,no,no
C102414,0.0864,0.6929,0.1765,28,blue-collar,married,secondary,-185,yes,yes,no
C102415,0.0864,0.8008,0.1519,44,blue-collar,married,primary,353,yes,no,no
C102416,0.0995,0.8,0.1635,31,technician,married,secondary,2363,yes,no,no
C102417,0.0885,0.6612,0.1582,28,blue-collar,married,unknown,52,yes,no,no
C102418,0.1161,0.769,0.1375,51,technician,married,unknown,205,yes,yes,no
C102419,0.0995,0.7799,0.1582,34,management,married,tertiary,1557,yes,yes,no
C102420,0.1161,0.6929,0.1586,24,technician,single,tertiary,596,yes,no,no
C102421,0.1136,0.7834,0.1727,29,self-employed,single,tertiary,-114,yes,no,no
C102422,0.0864,0.7059,0.1582,50,management,married,primary,478,no,no,no
C102423,0.0995,0.7969,0.1705,21,blue-collar,single,secondary,614,yes,no,no
C102424,0.1151,0.8008,0.1582,29,blue-collar,single,secondary,783,yes,no,no
C102425,0.1161,0.7962,0.1468,26,blue-collar,single,secondary,401,yes,no,no
C102426,0.0995,0.7373,0.1596,26,admin.,single,secondary,92,yes,no,no
C102427,0.1136,0.7962,0.1708,21,blue-collar,single,secondary,-273,yes,yes,no
C102428,0.0995,0.7962,0.1476,23,blue-collar,single,primary,2594,yes,no,no
C102429,0.1057,0.7669,0.1656,25,services,single,secondary,382,yes,no,no
C102430,0.0763,0.8029,0.1715,40,blue-collar,married,primary,-166,yes,no,no
C102431,0.1064,0.7668,0.1715,39,admin.,divorced,secondary,-141,yes,no,no
C102432,0.0898,0.8,0.1708,25,blue-collar,single,secondary,-250,yes,no,no
C102433,0.1136,0.7534,0.1546,26,technician,married,tertiary,3825,yes,no,no
C102434,0.105,0.5634,0.1476,57,technician,married,secondary,0,no,no,no
C102435,0.1142,0.7099,0.1485,61,retired,married,primary,1060,yes,no,no
C102436,0.0771,0.8025,0.1708,34,blue-collar,married,secondary,-185,yes,yes,no
C102437,0.1057,0.769,0.1659,47,unemployed,married,secondary,955,yes,no,no
C102438,0.1136,0.8008,0.1547,31,self-employed,married,secondary,263,yes,no,no
C102439,0.1161,0.7834,0.1546,45,blue-collar,married,secondary,4646,yes,no,no
C102440,0.0864,0.779,0.1393,33,technician,single,tertiary,989,yes,yes,no
C102441,0.105,0.7969,0.1708,27,technician,married,secondary,232,yes,yes,no
C102442,0.1057,0.8,0.1586,41,unemployed,married,primary,1483,yes,no,no
C102443,0.105,0.5975,0.1476,58,technician,married,secondary,7495,yes,no,no
C102444,0.0769,0.7383,0.1705,45,management,married,tertiary,0,yes,yes,no
C102445,0.1105,0.6883,0.1596,49,self-employed,married,tertiary,2199,yes,no,no
C102446,0.0995,0.8025,0.1519,42,blue-collar,married,secondary,476,yes,no,no
C102447,0.0864,0.7631,0.1695,52,blue-collar,married,secondary,148,yes,no,no
C102448,0.0864,0.7373,0.1672,52,services,married,secondary,3241,yes,no,no
C102449,0.105,0.5547,0.1742,49,retired,married,primary,2665,yes,no,no
C102450,0.1158,0.5663,0.1699,59,retired,married,secondary,1875,yes,no,no
C102451,0.0771,0.7012,0.1672,54,management,married,primary,879,yes,no,no
C102452,0.1057,0.6467,0.1635,46,blue-collar,married,secondary,1934,yes,no,no
C102453,0.1136,0.5649,0.1427,44,management,married,tertiary,0,no,no,no
C102454,0.1136,0.6929,0.1765,26,services,married,secondary,380,yes,no,no
C102455,0.1161,0.8,0.1586,46,blue-collar,married,secondary,2485,yes,no,no
C102456,0.0771,0.6336,0.1517,59,retired,married,primary,5521,yes,yes,no
C102457,0.0885,0.703,0.1333,43,blue-collar,married,unknown,24,yes,no,no
C102458,0.0995,0.8008,0.1705,50,blue-collar,married,secondary,160,yes,no,no
C102459,0.093,0.6712,0.1705,26,blue-collar,single,secondary,-204,yes,no,no
C102460,0.0864,0.8008,0.1333,54,blue-collar,married,unknown,363,yes,no,no
C102461,0.0864,0.7962,0.1476,44,technician,divorced,secondary,181,no,no,no
C102462,0.1158,0.7962,0.1547,36,admin.,divorced,secondary,307,yes,no,no
C102463,0.0885,0.7018,0.1333,51,services,married,unknown,193,yes,no,no
C102464,0.1057,0.6431,0.1699,59,retired,married,secondary,3382,yes,no,no
C102465,0.0995,0.6968,0.1582,42,management,married,tertiary,1823,yes,no,no
C102466,0.0763,0.6708,0.1708,41,services,married,secondary,-111,yes,no,no
C102467,0.1158,0.7331,0.1336,43,blue-collar,married,unknown,3373,yes,no,no
C102468,0.093,0.779,0.1582,40,self-employed,married,primary,92,yes,no,no
C102469,0.1057,0.6929,0.1676,32,technician,married,tertiary,463,yes,no,no
C102470,0.0864,0.6414,0.1476,55,technician,married,unknown,1192,yes,no,no
C102471,0.1161,0.6294,0.1742,59,retired,married,secondary,2376,no,no,no
C102472,0.0885,0.6424,0.1708,30,blue-collar,married,secondary,-166,yes,yes,no
C102473,0.1105,0.6701,0.172,47,admin.,married,secondary,3960,yes,no,no
C102474,0.1161,0.6737,0.1546,23,entrepreneur,single,primary,4,yes,no,yes
C102475,0.0763,0.6612,0.1519,44,blue-collar,married,primary,23,yes,no,no
C102476,0.105,0.8,0.1693,45,technician,married,secondary,639,yes,no,no
C102477,0.1158,0.7642,0.148,35,technician,single,secondary,2144,yes,no,no
C102478,0.1064,0.7962,0.1656,41,technician,divorced,secondary,225,yes,yes,no
C102479,0.1158,0.6336,0.117,59,management,divorced,primary,13308,yes,no,no
C102480,0.1142,0.762,0.1586,29,services,single,primary,95,yes,no,no
C102481,0.105,0.7597,0.1753,48,services,married,secondary,1199,yes,no,no
C102482,0.105,0.6424,0.173,49,management,married,tertiary,400,yes,no,no
C102483,0.1161,0.6984,0.154,60,blue-collar,married,primary,1262,yes,yes,yes
C102484,0.1026,0.6929,0.1393,45,management,married,tertiary,849,no,no,no
C102485,0.0864,0.5711,0.1595,48,management,married,tertiary,1949,yes,no,yes
C102486,0.1158,0.7962,0.1784,45,entrepreneur,divorced,tertiary,-395,yes,no,yes
C102487,0.105,0.6424,0.1547,48,management,married,tertiary,618,no,no,no
